1992,1,5
1992,2,35
1992,3,56
1992,4,36
1992,5,7
1992,6,2
1992,7,6
1992,8,1
1992,9,1
1992,10,2
1992,11,2
1992,12,3
1993,1,16
1993,2,15
1993,3,27
1993,4,20
1993,5,7
1993,6,22
1993,7,36
1993,8,11
1993,9,7
1993,10,8
1993,11,14
1993,12,6
1994,1,5
1994,2,35
1994,3,49
1994,4,19
1994,5,25
1994,6,10
1994,7,1
1994,8,0
1994,9,1
1994,10,0
1994,11,6
1994,12,1
1995,1,11
1995,2,12
1995,3,49
1995,4,22
1995,5,15
1995,6,0
1995,7,1
1995,8,0
1995,9,1
1995,10,1
1995,11,2
1995,12,9
1996,1,18
1996,2,52
1996,3,34
1996,4,27
1996,5,8
1996,6,7
1996,7,8
1996,8,1
1996,9,1
1996,10,3
1996,11,2
1996,12,6
1997,1,0
1997,2,13
1997,3,41
1997,4,17
1997,5,5
1997,6,2
1997,7,2
1997,8,5
1997,9,5
1997,10,3
1997,11,3
1997,12,4
1998,1,9
1998,2,3
1998,3,20
1998,4,11
1998,5,3
1998,6,7
1998,7,6
1998,8,4
1998,9,1
1998,10,16
1998,11,19
1998,12,20
1999,1,10
1999,2,34
1999,3,48
1999,4,30
1999,5,7
1999,6,15
1999,7,4
1999,8,11
1999,9,9
1999,10,2
1999,11,5
1999,12,7
2000,1,23
2000,2,20
2000,3,28
2000,4,10
2000,5,27
2000,6,12
2000,7,9
2000,8,5
2000,9,1
2000,10,16
2000,11,11
2000,12,10
2001,1,14
2001,2,26
2001,3,21
2001,4,28
2001,5,21
2001,6,6
2001,7,3
2001,8,3
2001,9,3
2001,10,13
2001,11,25
2001,12,16
2002,1,11
2002,2,42
2002,3,32
2002,4,21
2002,5,2
2002,6,10
2002,7,14
2002,8,15
2002,9,2
2002,10,0
2002,11,1
2002,12,4
2003,1,17
2003,2,9
2003,3,8
2003,4,4
2003,5,0
2003,6,1
2003,7,0
2003,8,0
2003,9,3
2003,10,6
2003,11,5
2003,12,11
2004,1,16
2004,2,3
2004,3,43
2004,4,25
2004,5,9
2004,6,6
2004,7,4
2004,8,2
2004,9,0
2004,10,0
2004,11,0
2004,12,0
2005,1,5
2005,2,18
2005,3,25
2005,4,15
2005,5,6
2005,6,0
2005,7,1
2005,8,0
2005,9,3
2005,10,2
2005,11,9
2005,12,6
2006,1,6
2006,2,10
2006,3,31
2006,4,16
2006,5,6
2006,6,2
2006,7,6
2006,8,4
2006,9,1
2006,10,1
2006,11,6
2006,12,2
2007,1,5
2007,2,18
2007,3,33
2007,4,20
2007,5,10
2007,6,5
2007,7,3
2007,8,8
2007,9,13
2007,10,9
2007,11,13
2007,12,11
2008,1,2
2008,2,11
2008,3,22
2008,4,3
2008,5,7
2008,6,22
2008,7,7
2008,8,4
2008,9,1
2008,10,2
2008,11,4
2008,12,2
2009,1,1
2009,2,9
2009,3,17
2009,4,5
2009,5,2
2009,6,1
2009,7,3
2009,8,2
2009,9,2
2009,10,2
2009,11,2
2009,12,0
2010,1,15
2010,2,1
2010,3,16
2010,4,12
2010,5,2
2010,6,2
2010,7,8
2010,8,1
2010,9,7
2010,10,6
2010,11,4
2010,12,9
2011,1,13
2011,2,40
2011,3,20
2011,4,8
2011,5,9
2011,6,11
2011,7,11
2011,8,3
2011,9,4
2011,10,6
2011,11,2
2011,12,2
2012,1,11
2012,2,15
2012,3,9
2012,4,6
2012,5,3
2012,6,4
2012,7,3
2012,8,1
2012,9,0
2012,10,1
2012,11,8
2012,12,3
2013,1,9
2013,2,7
2013,3,14
2013,4,7
2013,5,2
2013,6,2
2013,7,0
2013,8,1
2013,9,1
2013,10,1
2013,11,5
2013,12,0
2014,1,1
2014,2,6
2014,3,13
2014,4,16
2014,5,9
2014,6,6
2014,7,5
2014,8,1
2014,9,3
2014,10,2
2014,11,3
2014,12,2
2015,1,0
2015,2,10
2015,3,8
2015,4,4
2015,5,4
2015,6,3
2015,7,9
2015,8,2
2015,9,2
2015,10,0
2015,11,0
2015,12,0
